AG-313-A20_4_33_29032_30168_F	hepdII	12.4	0.015	12.0	0.019
AG-313-D18_25_5_4099_5406_R	hepdI	486.6	1.7e-146	486.4	1.9e-146
AG-313-I04_10_12_9012_9674_R	hepdI	186.2	2.5e-55	186.1	2.8e-55
AG-313-I07_14_4_2877_3320_R	hepdII	11.7	0.023	11.4	0.03
AG-313-I14_42_3_1736_3457_R	hepdII	14.7	0.003	14.0	0.0048
AG-313-M04_2_8_4569_4910_R	hppE	15.0	0.0048	14.8	0.0054
AG-319-D09_5_130_126379_126822_F	hepdII	12.0	0.019	11.6	0.025
AG-319-E11_5_9_4531_4776_R	mpns	13.3	0.01	13.2	0.011
AG-319-I16_19_1_3_242_F	mpns	12.8	0.014	12.7	0.016
AG-319-K11_25_1_1_306_F	hepdI	13.3	0.0076	13.1	0.0088
AG-319-K19_6_6_3318_3563_R	mpns	12.6	0.017	12.5	0.018
AG-319-N17_19_8_5924_6559_F	hepdII	11.8	0.022	11.5	0.027
AG-319-P04_67_1_1_198_R	hepdII	10.8	0.044	10.8	0.045
AG-319-P10_7_27_36489_36743_F	mpns	13.2	0.011	13.0	0.013
AG-319-P13_1_42_44322_45470_F	mpns	441.6	1.1e-132	348.5	2e-104
AG-325-B13_29_4_2248_2646_F	hppE	14.2	0.0082	13.7	0.012
AG-325-B13_36_2_954_1394_R	hppE	14.3	0.0074	13.8	0.011
AG-325-G02_4_6_5570_6919_R	hepdI	469.2	3.1e-141	469.0	3.5e-141
AG-333-C20_4_5_6300_7601_R	mpns	576.9	9.9e-174	576.8	1.1e-173
AG-333-C22_23_3_2155_3504_R	hepdI	468.6	4.8e-141	468.4	5.5e-141
AG-333-E04_28_3_2673_4022_F	hepdI	471.4	6.7e-142	471.2	7.6e-142
AG-333-N05_23_2_2562_2786_R	mpns	13.9	0.0065	13.8	0.007
AG-337-B13_19_11_13118_13756_F	hppE	14.7	0.0056	14.4	0.0072
AG-337-B13_25_8_9437_9739_R	mpns	12.8	0.014	12.8	0.014
AG-337-C13_3_19_17821_19164_R	hepdI	472.7	2.8e-142	472.5	3.2e-142
AG-337-F02_5_6_2620_3015_R	hppE	23.2	1.5e-05	22.8	1.9e-05
AG-337-O10_1_6_9351_9896_F	hepdII	14.9	0.0026	14.5	0.0035
AG-337-O15_18_10_10401_11405_F	hepdII	6.4	0.96	7.9	0.34
AG-343-D04_77_1_2_466_R	hepdII	13.4	0.0073	13.2	0.0083
AG-343-D05_1_19_17389_17937_R	hepdII	13.2	0.0083	13.0	0.0096
AG-343-D15_2_60_61562_62893_R	hepdI	501.4	5.2e-151	501.2	5.9e-151
AG-349-A02_3_64_62739_63116_R	mpns	16.6	0.00097	16.6	0.00097
AG-349-A16_58_4_2376_2717_F	hppE	15.9	0.0025	15.4	0.0035
AG-349-C19_1_39_32836_33156_R	hepdI	12.0	0.019	11.8	0.022
AG-349-G20_1_35_38251_38427_F	mpns	35.4	1.9e-09	35.3	2.2e-09
AG-349-I11_20_13_12556_12876_F	hepdI	11.5	0.027	11.3	0.031
AG-349-I22_1_23_24368_24688_F	hepdI	12.5	0.013	12.3	0.016
AG-349-N23_5_14_12928_13248_F	hepdI	11.4	0.029	11.3	0.031
AG-349-P09_1_29_30588_31001_R	hppE	15.8	0.0028	15.3	0.0038
AG-359-A06_1_192_121940_122200_F	mpns	14.6	0.0041	14.4	0.0045
AG-359-I13_2_60_53077_53397_R	hepdI	11.6	0.026	11.4	0.03
AG-359-M21_12_2_140_598_F	hppE	16.2	0.002	15.6	0.003
AG-359-P06_15_10_5345_5515_F	hepdII	9.8	0.09	9.8	0.09
AG-360-D04_12_8_7954_9291_R	hepdI	496.6	1.6e-149	496.4	1.8e-149
AG-360-G20_35_4_2415_3404_R	hepdI	386.1	5.4e-116	385.9	6e-116
AG-360-J21_5_15_12271_12591_R	hepdI	12.0	0.019	11.8	0.022
AG-361-G19_6_7_4852_5955_R	mpns	388.7	1.3e-116	327.6	4.3e-98
AG-362-G09_5_3_766_1128_F	hppE	13.7	0.011	13.3	0.015
AG-365-C09_23_1_3_311_R	hppE	13.8	0.011	13.6	0.013
AG-365-D07_15_9_8930_10201_R	mpns	477.7	1.3e-143	477.3	1.7e-143
AG-365-D21_11_6_6305_6475_R	mpns	22.8	1.3e-05	22.8	1.3e-05
AG-365-F20_15_3_1918_2661_R	mpns	246.0	2.5e-73	245.9	2.8e-73
AG-365-F20_15_4_2655_3221_R	mpns	327.0	6.6e-98	326.9	7.2e-98
AG-365-F21_5_3_1157_2491_R	hepdI	507.7	6.6e-153	507.5	7.5e-153
AG-365-J21_37_3_1658_2947_R	mpns	605.4	2.2e-182	605.3	2.5e-182
AG-365-K11_31_3_1666_1761_F	mpns	14.3	0.0052	14.3	0.0052
AG-365-M17_26_11_11206_12234_R	mpns	10.6	0.068	11.3	0.042
AG-365-P17_12_3_2444_2848_F	hepdI	11.6	0.025	11.4	0.029
AG-390-C16_3_84_86826_87230_R	hppE	14.8	0.0055	14.2	0.008
AG-390-F17_8_39_41135_42484_F	hepdI	470.0	1.8e-141	469.9	2e-141
AG-390-J07_1_104_99073_99498_F	hppE	13.5	0.013	13.1	0.018
AG-390-K18_1_11_12047_12472_R	hppE	13.5	0.013	13.1	0.018
AG-390-L07_2_7_6756_7499_R	hepdII	15.5	0.0017	14.5	0.0034
AG-390-M02_9_14_16796_18097_R	mpns	573.0	1.6e-172	572.8	1.7e-172
AG-390-P05_6_59_55873_56271_F	hppE	12.2	0.033	11.9	0.042
AG-404-B10_9_44_50694_50975_R	hepdI	11.1	0.036	11.1	0.036
AG-404-K11_3_100_102023_102436_F	hppE	16.0	0.0023	15.5	0.0032
AG-410-A08_10_11_11383_12744_F	mpns	488.7	5.9e-147	488.5	6.7e-147
AG-410-F07_2_35_24011_24349_F	hepdI	12.5	0.014	12.3	0.015
AG-410-K11_12_10_17905_18546_R	mpns	12.0	0.025	11.8	0.029
AG-410-M18_38_1_243_1103_F	hepdII	12.4	0.015	12.0	0.02
AG-414-D07_3_91_81890_83179_R	mpns	408.2	1.6e-122	408.0	1.7e-122
AG-414-D07_3_96_87161_88441_F	hepdI	505.7	2.7e-152	505.4	3.2e-152
AG-414-E22_37_3_1599_2033_F	hppE	12.7	0.023	12.1	0.036
AG-414-K11_3_1_3_383_F	mpns	138.5	1e-40	138.4	1.1e-40
AG-414-K11_3_3_1488_2588_R	mpns	413.2	4.8e-124	412.9	6e-124
AG-422-B03_27_18_17165_20371_R	mpns	3.9	7.3	11.8	0.029
AG-422-B06_15_13_10900_12003_R	mpns	389.1	9.4e-117	327.9	3.6e-98
AG-422-D13_34_1_1_360_F	hepdI	120.3	2.6e-35	120.1	2.8e-35
AG-422-F02_20_22_15825_16145_R	hepdI	12.2	0.016	12.0	0.019
AG-422-F18_1_55_57283_57603_F	hepdI	12.2	0.017	11.9	0.02
AG-422-G03_9_6_6142_7479_F	hepdI	499.7	1.7e-150	499.5	2e-150
AG-422-K02_9_17_21679_24375_R	hepdI	11.5	0.027	10.7	0.048
AG-422-K10_1_114_108711_109031_F	hepdI	12.6	0.013	12.4	0.014
AG-422-K13_39_7_5589_5888_F	hepdI	12.7	0.012	12.5	0.014
AG-426-J09_1_4_1852_2172_R	hepdI	12.4	0.015	12.2	0.017
AG-426-L14_5_26_28735_29055_F	hepdI	11.9	0.02	11.7	0.024
AG-426-M23_54_2_205_948_R	hepdII	12.5	0.014	12.6	0.013
AG-426-P22_3_12_11719_12192_R	hppE	12.9	0.021	12.3	0.032
AG-430-B09_2_26_22800_24101_F	mpns	579.6	1.5e-174	579.5	1.7e-174
AG-430-E08_1_56_42015_42206_F	hppE	12.2	0.035	12.2	0.034
AG-430-I09_58_5_3216_4595_F	mpns	497.9	9.1e-150	497.7	1e-149
AG-430-I15_1_175_160248_161549_R	mpns	581.6	3.8e-175	581.4	4.3e-175
AG-430-N03_9_3_3134_4261_F	hepdI	12.7	0.012	12.1	0.018
AG-430-O23_3_15_11005_11325_R	hepdI	12.2	0.017	12.0	0.019
AG-435-C16_5_7_9548_9778_R	hepdII	15.3	0.0019	15.3	0.0019
AG-435-C16_5_8_9780_10025_R	hepdII	15.7	0.0015	15.5	0.0016
AG-435-D16_6_3_2284_2463_R	hepdII	11.6	0.025	11.7	0.023
AG-435-E13_6_26_26281_27630_R	hepdI	471.0	8.9e-142	470.8	1e-141
AG-439-A17_7_56_47999_48424_F	hppE	14.5	0.0067	14.0	0.0096
AG-439-A19_44_5_2589_3902_F	mpns	546.0	2.4e-164	545.8	2.6e-164
AG-439-C02_11_17_15109_16422_R	hepdI	480.1	1.6e-144	479.9	1.8e-144
AG-439-L22_41_10_10213_10644_F	hppE	17.2	0.001	16.8	0.0014
AG-439-M12_4_4_6059_6514_F	hppE	13.4	0.014	12.7	0.024
AG-439-N06_2_18_12712_13131_F	hppE	12.6	0.026	12.1	0.036
AG-439-N16_15_23_10039_10359_R	hepdII	12.7	0.012	12.7	0.012
AG-439-O23_26_6_2259_2435_R	hppE	13.2	0.017	13.2	0.017
AG-439-P17_1_55_48311_49645_R	hepdI	497.6	7.7e-150	497.4	8.7e-150
AG-447-B21_2_7_4871_5293_F	hppE	14.6	0.0063	13.5	0.014
AG-447-D08_2_74_79306_80049_F	hepdII	13.4	0.0073	13.3	0.008
AG-453-G11_9_26_23994_25292_R	mpns	439.0	6.8e-132	438.9	7.5e-132
AG-453-P15_4_14_14098_15417_F	hepdI	477.6	9e-144	477.4	1e-143
AG-457-M22_5_51_48483_49514_R	hepdI	390.2	3.1e-117	390.0	3.5e-117
AG-461-F08_17_6_3858_4178_F	hepdI	13.0	0.0096	12.8	0.011
AG-461-J15_2_8_3818_4009_R	hppE	13.0	0.019	12.9	0.021
AG-461-N22_1_6_4862_5149_F	mpns	12.4	0.019	12.3	0.02
AG-464-E17_26_2_372_806_F	hppE	13.6	0.013	13.4	0.014
AG-464-F23_25_5_2338_2772_R	hepdI	14.4	0.0037	14.2	0.0042
AG-464-J05_12_12_15742_16263_R	hppE	16.9	0.0012	16.5	0.0016
AG-464-L19_11_16_14576_14953_R	mpns	15.3	0.0026	15.2	0.0027
AG-464-N07_18_12_14870_15301_R	hppE	14.1	0.0089	13.7	0.012
AG-470-E04_72_11_10176_10436_F	mpns	13.0	0.013	12.9	0.013
AG-891-A16_14_9_8893_9291_F	hepdII	13.2	0.0082	12.8	0.011
AG-891-B09_2_5_3682_4113_F	hppE	17.1	0.001	16.6	0.0015
AG-891-D10_3_104_108093_109376_F	hepdI	486.2	2.1e-146	486.1	2.3e-146
AG-891-E15_9_37_40021_40416_F	hppE	23.2	1.4e-05	22.8	1.9e-05
AG-891-F02_4_24_23430_23828_F	hepdII	13.4	0.0073	13.0	0.0096
AG-891-F11_4_16_16685_17113_R	hppE	17.5	0.0008	17.0	0.0012
AG-891-I05_20_16_17297_17617_F	hepdI	13.6	0.0061	13.5	0.0069
AG-891-J15_56_7_3293_3580_R	hppE	14.8	0.0054	14.3	0.0077
AG-891-J16_7_99_88012_89361_F	mpns	455.3	7.6e-137	455.2	8.5e-137
AG-891-J17_24_5_3007_4308_F	mpns	582.4	2.1e-175	582.3	2.3e-175
AG-892-G17_9_19_20308_20628_F	hepdI	12.4	0.015	12.1	0.018
AG-892-I10_3_10_9092_9514_F	hppE	18.4	0.00041	18.0	0.00057
AG-892-I15_1_9_7446_7844_R	hepdII	13.3	0.0078	12.9	0.011
AG-892-J05_17_6_4970_5290_F	hepdI	14.5	0.0034	14.2	0.004
AG-892-J18_9_35_30541_30789_F	hepdI	12.2	0.017	12.1	0.018
AG-892-L17_6_6_7605_8915_F	mpns	560.5	9.6e-169	560.3	1.1e-168
AG-892-N21_9_25_22700_23413_F	hepdI	4.5	3.5	8.8	0.17
AG-893-A15_10_27_22776_24116_R	mpns	601.8	2.9e-181	601.5	3.5e-181
AG-893-B17_2_29_23910_24308_R	hepdII	13.3	0.0078	12.9	0.011
AG-893-J13_2_29_31515_32150_F	hppE	14.0	0.0095	13.6	0.013
AG-893-K23_4_23_16260_16580_R	hepdI	12.2	0.017	12.0	0.02
AG-894-B21_20_30_24117_24437_R	hepdI	13.6	0.0061	13.5	0.0069
AG-894-C08_15_29_24580_25326_F	hppE	12.7	0.024	11.8	0.045
AG-894-F05_3_103_95386_95649_F	hepdI	12.8	0.011	12.6	0.013
AG-894-G16_1_26_21702_22022_R	hepdI	11.8	0.022	11.5	0.027
AG-894-I14_23_3_609_929_F	hepdI	11.8	0.022	11.5	0.027
AG-894-K14_1_312_292984_293406_F	hppE	17.3	0.00091	16.9	0.0013
AG-895-A04_2_45_37559_37879_R	hepdI	12.8	0.011	12.6	0.012
AG-895-B19_28_3_2079_2492_R	hppE	17.8	0.00063	17.4	0.00085
AG-895-D05_13_1_95_415_R	hepdI	13.9	0.005	13.7	0.0058
AG-895-F06_7_20_15159_15896_R	hepdI	7.3	0.5	10.3	0.064
AG-895-M21_7_78_69205_69525_R	hepdI	11.6	0.026	11.3	0.031
AG-895-P16_4_5_2490_2888_R	hepdII	13.3	0.0078	12.9	0.011
AG-896-D10_51_4_1730_2398_F	hepdI	277.6	4.7e-83	277.4	5.2e-83
AG-896-I10_3_18_19096_19416_F	hepdI	13.6	0.0061	13.5	0.0069
AG-896-K09_24_9_7867_8298_R	hppE	17.1	0.001	16.6	0.0015
AG-896-P11_6_5_4261_5628_R	mpns	497.2	1.6e-149	496.9	1.8e-149
AG-898-A11_1_163_176740_177138_F	hepdII	13.4	0.0073	13.0	0.0096
AG-898-A20_33_4_3295_3693_F	hepdII	13.4	0.0073	13.0	0.0096
AG-898-C14_29_4_2514_2921_R	hppE	14.5	0.0068	14.1	0.0089
AG-898-E18_2_47_40075_40395_R	hepdI	12.3	0.016	12.0	0.019
AG-898-F03_1_214_215701_216111_R	hppE	14.6	0.0064	12.9	0.02
AG-898-F21_17_8_5636_6985_F	mpns	406.4	5.5e-122	406.2	6.2e-122
AG-898-G03_6_49_43202_43522_R	hepdI	13.0	0.0099	12.8	0.011
AG-898-J09_14_18_19078_19476_F	hepdII	13.3	0.0077	13.0	0.0099
AG-898-J20_2_88_78977_79297_R	hepdI	13.6	0.0061	13.4	0.0072
AG-898-K17_33_2_861_1265_R	hppE	12.3	0.031	12.1	0.037
AG-898-N03_9_9_7885_8682_R	mpns	10.9	0.052	9.9	0.11
AG-898-O23_1_38_35970_36161_R	hppE	12.2	0.035	12.2	0.034
AG-899-C10_6_39_38918_39556_R	hppE	15.0	0.0045	14.3	0.0079
AG-899-E14_11_2_1094_2428_F	hepdI	510.1	1.3e-153	509.9	1.4e-153
AG-899-E14_3_11_7208_8548_F	mpns	421.4	1.5e-126	421.2	1.7e-126
AG-899-F09_7_22_15736_16056_R	hepdI	12.8	0.011	12.6	0.012
AG-899-L03_22_12_9447_9839_R	hepdI	11.6	0.025	11.4	0.029
AG-899-L14_1_59_53508_53933_F	hppE	13.4	0.015	12.7	0.023
AG-899-N03_17_8_6941_8242_F	mpns	570.8	7.2e-172	570.6	8e-172
AG-899-P04_21_8_6344_6742_R	hepdII	13.2	0.0082	12.8	0.011
AG-899-P19_12_6_3798_4454_R	mpns	207.1	1.6e-61	207.0	1.8e-61
AG-900-D23_2_46_42055_43422_R	mpns	497.2	1.6e-149	496.9	1.8e-149
AG-900-E02_44_1_3_317_F	hepdII	14.1	0.0046	13.7	0.0058
AG-900-F10_8_30_23689_24435_F	hppE	12.5	0.027	11.6	0.05
AG-900-F22_6_1_1_264_R	hepdI	11.7	0.024	11.5	0.027
AG-900-I15_18_3_2154_3260_F	mpns	396.3	6.3e-119	332.4	1.5e-99
AG-900-M05_10_2_430_1779_R	hepdI	473.9	1.1e-142	473.8	1.3e-142
AG-900-O03_5_41_39490_40128_R	hppE	15.0	0.0045	14.3	0.0079
AG-900-O17_8_71_53096_53410_F	hepdII	14.0	0.0047	13.9	0.005
AG-901-I20_2_3_1389_1811_R	hppE	19.0	0.00028	18.5	0.00039
AG-901-O07_2_18_12609_13355_F	hppE	12.7	0.023	11.8	0.045
AG-903-D13_12_8_6309_6734_F	hppE	14.0	0.0095	13.5	0.014
AG-903-E09_8_40_34259_35515_F	mpns	553.9	9.6e-167	553.7	1.1e-166
AG-903-I13_3_11_10258_10593_F	hepdII	11.3	0.031	11.2	0.033
AG-903-K09_3_121_105004_106107_R	mpns	396.3	6.4e-119	332.4	1.5e-99
AG-903-M03_6_16_21356_22696_F	hepdI	475.2	4.7e-143	475.0	5.4e-143
AG-903-O07_4_1_1_936_F	mpns	320.8	5.2e-96	320.6	5.8e-96
AG-903-O08_1_34_29635_30936_F	mpns	573.0	1.6e-172	572.8	1.7e-172
AG-903-P14_5_46_45050_45460_F	hppE	14.6	0.0064	12.9	0.02
AG-903-P18_3_60_59677_60390_R	hepdI	6.7	0.79	9.1	0.15
AG-904-C14_13_7_6770_7018_R	hepdI	12.8	0.011	12.8	0.011
AG-904-C14_3_33_35169_35489_F	hepdI	12.2	0.017	12.1	0.018
AG-904-E04_2_85_75216_75536_R	hepdI	12.0	0.019	11.8	0.022
AG-904-E10_5_80_72855_73286_R	hppE	17.1	0.001	16.6	0.0015
AG-904-G04_10_8_6917_7345_F	hppE	17.2	0.001	16.7	0.0014
AG-904-K07_2_66_58488_58808_R	hepdI	11.7	0.023	11.5	0.027
