locus_id,scaffold,start,end,gene_symbol,protein_domain,evalue,genome,strand,ft_type,kaijudb_id
AG-418-O03_00618,AG-418-O03_4,53603,54658,,,,AG-418-O03,-,CDS,
AG-418-O03_00619,AG-418-O03_4,54666,55589,,,,AG-418-O03,-,CDS,
AG-418-O03_00620,AG-418-O03_4,55658,56191,,,,AG-418-O03,+,CDS,
AG-418-O03_00621,AG-418-O03_4,56171,56980,,,,AG-418-O03,-,CDS,
AG-418-O03_00622,AG-418-O03_4,57049,58056,,,,AG-418-O03,+,CDS,
AG-418-O03_00623,AG-418-O03_4,58127,59035,,,,AG-418-O03,+,CDS,
AG-418-O03_00624,AG-418-O03_4,59049,60323,,,,AG-418-O03,-,CDS,
AG-418-O03_00625,AG-418-O03_4,60407,60658,,,,AG-418-O03,+,CDS,
AG-418-O03_00626,AG-418-O03_4,60633,61133,,,,AG-418-O03,+,CDS,
AG-418-O03_00627,AG-418-O03_4,61149,62243,,,,AG-418-O03,+,CDS,
AG-418-O03_00628,AG-418-O03_4,62209,62379,,,,AG-418-O03,+,CDS,
AG-418-O03_00629,AG-418-O03_4,62357,64219,,,,AG-418-O03,+,CDS,
AG-418-O03_00630,AG-418-O03_4,64248,65171,,,,AG-418-O03,+,CDS,
AG-418-O03_00631,AG-418-O03_4,65232,65849,,,,AG-418-O03,+,CDS,
AG-418-O03_00632,AG-418-O03_4,65913,67997,,,,AG-418-O03,+,CDS,
AG-418-O03_00633,AG-418-O03_4,68154,68945,,,,AG-418-O03,-,CDS,
AG-418-O03_00634,AG-418-O03_4,69109,70416,PEPM,TIGR02320,3.1e-111,AG-418-O03,+,CDS,AG-418-O03__00634_2182816
AG-418-O03_00635,AG-418-O03_4,70419,71744,,,,AG-418-O03,+,CDS,
AG-418-O03_00636,AG-418-O03_4,71741,72790,,,,AG-418-O03,+,CDS,
AG-418-O03_00637,AG-418-O03_4,72846,74405,,,,AG-418-O03,-,CDS,
AG-418-O03_00638,AG-418-O03_4,74427,75875,,,,AG-418-O03,-,CDS,
AG-418-O03_00639,AG-418-O03_4,75940,77037,,,,AG-418-O03,-,CDS,
