locus_id,scaffold,start,end,gene_symbol,protein_domain,evalue,genome,strand,ft_type,kaijudb_id
AG-345-F21_00653,AG-345-F21_10,225,1433,,,,AG-345-F21,+,CDS,
AG-345-F21_00654,AG-345-F21_10,1441,3171,,,,AG-345-F21,+,CDS,
AG-345-F21_00655,AG-345-F21_10,3177,3875,,,,AG-345-F21,+,CDS,
AG-345-F21_00656,AG-345-F21_10,3868,4677,,,,AG-345-F21,+,CDS,
AG-345-F21_00657,AG-345-F21_10,4679,5533,,,,AG-345-F21,+,CDS,
AG-345-F21_00658,AG-345-F21_10,5540,5935,,,,AG-345-F21,+,CDS,
AG-345-F21_00659,AG-345-F21_10,5932,7062,PPDA,TIGR03297,5.8e-122,AG-345-F21,+,CDS,AG-345-F21__00659_2183171
AG-345-F21_00660,AG-345-F21_10,7166,8680,,,,AG-345-F21,+,CDS,
AG-345-F21_00661,AG-345-F21_10,8697,9677,,,,AG-345-F21,+,CDS,
AG-345-F21_00662,AG-345-F21_10,9667,10419,,,,AG-345-F21,+,CDS,
AG-345-F21_00663,AG-345-F21_10,10416,11105,,,,AG-345-F21,+,CDS,
AG-345-F21_00664,AG-345-F21_10,11113,12423,PEPM,TIGR02320,3.8e-119,AG-345-F21,+,CDS,AG-345-F21__00664_2183171
AG-345-F21_00665,AG-345-F21_10,12433,13068,,,,AG-345-F21,+,CDS,
AG-345-F21_00666,AG-345-F21_10,13070,13144,,,,AG-345-F21,+,tRNA,
AG-345-F21_00667,AG-345-F21_10,13213,13322,,,,AG-345-F21,+,rRNA,
AG-345-F21_00668,AG-345-F21_10,13592,14686,,,,AG-345-F21,+,CDS,
AG-345-F21_00669,AG-345-F21_10,14689,15000,,,,AG-345-F21,+,CDS,
AG-345-F21_00670,AG-345-F21_10,15000,16403,,,,AG-345-F21,+,CDS,
AG-345-F21_00671,AG-345-F21_10,16403,17101,,,,AG-345-F21,+,CDS,
AG-345-F21_00672,AG-345-F21_10,17098,18921,,,,AG-345-F21,-,CDS,
AG-345-F21_00673,AG-345-F21_10,18927,19003,,,,AG-345-F21,-,tRNA,
AG-345-F21_00674,AG-345-F21_10,19009,19227,,,,AG-345-F21,-,CDS,
AG-345-F21_00675,AG-345-F21_10,19237,19344,,,,AG-345-F21,-,CDS,
AG-345-F21_00676,AG-345-F21_10,19482,20066,,,,AG-345-F21,-,CDS,
AG-345-F21_00677,AG-345-F21_10,20070,20294,,,,AG-345-F21,-,CDS,
AG-345-F21_00678,AG-345-F21_10,20323,21126,,,,AG-345-F21,-,CDS,
AG-345-F21_00679,AG-345-F21_10,21126,21689,,,,AG-345-F21,-,CDS,
AG-345-F21_00680,AG-345-F21_10,21686,22288,,,,AG-345-F21,-,CDS,
AG-345-F21_00681,AG-345-F21_10,22294,23307,,,,AG-345-F21,-,CDS,
AG-345-F21_00682,AG-345-F21_10,23317,24507,,,,AG-345-F21,-,CDS,
AG-345-F21_00683,AG-345-F21_10,24519,26501,,,,AG-345-F21,-,CDS,
AG-345-F21_00684,AG-345-F21_10,26561,26884,,,,AG-345-F21,+,CDS,
AG-345-F21_00685,AG-345-F21_10,26872,27318,,,,AG-345-F21,+,CDS,
AG-345-F21_00686,AG-345-F21_10,27319,27873,,,,AG-345-F21,+,CDS,
