locus_id,scaffold,start,end,gene_symbol,protein_domain,evalue,genome,strand,ft_type,kaijudb_id
AG-422-C23_00193,AG-422-C23_3,18757,19527,,,,AG-422-C23,-,CDS,
AG-422-C23_00194,AG-422-C23_3,19517,19729,,,,AG-422-C23,-,CDS,
AG-422-C23_00195,AG-422-C23_3,19735,19944,,,,AG-422-C23,-,CDS,
AG-422-C23_00196,AG-422-C23_3,19991,20692,,,,AG-422-C23,-,CDS,
AG-422-C23_00197,AG-422-C23_3,20689,21429,,,,AG-422-C23,-,CDS,
AG-422-C23_00198,AG-422-C23_3,21439,22386,,,,AG-422-C23,-,CDS,
AG-422-C23_00199,AG-422-C23_3,22379,22642,,,,AG-422-C23,-,CDS,
AG-422-C23_00200,AG-422-C23_3,22642,24375,,,,AG-422-C23,-,CDS,
AG-422-C23_00201,AG-422-C23_3,24372,25490,,,,AG-422-C23,-,CDS,
AG-422-C23_00202,AG-422-C23_3,25541,25858,,,,AG-422-C23,+,CDS,
AG-422-C23_00203,AG-422-C23_3,25858,26634,,,,AG-422-C23,+,CDS,
AG-422-C23_00204,AG-422-C23_3,26626,27624,,,,AG-422-C23,-,CDS,
AG-422-C23_00205,AG-422-C23_3,27667,28770,,,,AG-422-C23,-,CDS,
AG-422-C23_00206,AG-422-C23_3,28790,29536,,,,AG-422-C23,+,CDS,
AG-422-C23_00207,AG-422-C23_3,29537,30340,,,,AG-422-C23,+,CDS,
AG-422-C23_00208,AG-422-C23_3,30365,30748,,,,AG-422-C23,+,CDS,
AG-422-C23_00209,AG-422-C23_3,30793,31014,,,,AG-422-C23,+,CDS,
AG-422-C23_00210,AG-422-C23_3,31180,32145,,,,AG-422-C23,+,CDS,
AG-422-C23_00211,AG-422-C23_3,32192,33292,PPDH,PF00465,9.7e-61,AG-422-C23,-,CDS,AG-422-C23__00211_2183122
AG-422-C23_00212,AG-422-C23_3,33292,34386,PPDA,TIGR03297,7e-113,AG-422-C23,-,CDS,AG-422-C23__00212_2183122
AG-422-C23_00213,AG-422-C23_3,34379,35680,PEPM,TIGR02320,1.5e-111,AG-422-C23,-,CDS,AG-422-C23__00213_2183122
AG-422-C23_00214,AG-422-C23_3,35717,36907,,,,AG-422-C23,-,CDS,
AG-422-C23_00215,AG-422-C23_3,36907,38625,,,,AG-422-C23,-,CDS,
AG-422-C23_00216,AG-422-C23_3,38625,41252,,,,AG-422-C23,-,CDS,
AG-422-C23_00217,AG-422-C23_3,41373,41446,,,,AG-422-C23,+,tRNA,
AG-422-C23_00218,AG-422-C23_3,41497,41572,,,,AG-422-C23,+,tRNA,
AG-422-C23_00219,AG-422-C23_3,41577,41948,,,,AG-422-C23,-,CDS,
AG-422-C23_00220,AG-422-C23_3,42111,42845,,,,AG-422-C23,-,CDS,
AG-422-C23_00221,AG-422-C23_3,42851,44293,,,,AG-422-C23,-,CDS,
AG-422-C23_00222,AG-422-C23_3,44293,45444,,,,AG-422-C23,-,CDS,
AG-422-C23_00223,AG-422-C23_3,45520,46560,,,,AG-422-C23,-,CDS,
AG-422-C23_00224,AG-422-C23_3,46736,46812,,,,AG-422-C23,-,tRNA,
AG-422-C23_00225,AG-422-C23_3,46846,48252,,,,AG-422-C23,-,CDS,
AG-422-C23_00226,AG-422-C23_3,48257,49648,,,,AG-422-C23,-,CDS,
AG-422-C23_00227,AG-422-C23_3,49650,51005,,,,AG-422-C23,-,CDS,
